Cluster,Centroid,Member,TC Name,Group Label
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_85,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_308,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_203,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_83,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_73,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_438,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_483,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_482,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_439,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_191,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_318,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_84,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_200,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_320,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_436,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_201,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_309,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_493,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_72,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_202,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_190,Group10
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_251,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_405,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Set ip on vlan is not successful,TC_DATA_SET_441,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_286,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_311,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_446,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_185,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_15,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_407,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_498,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_485,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_75,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag is enabled,TC_DATA_SET_291,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_133,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_329,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_328,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_404,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_287,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_420,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_368,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Unable to set ip on vlan 5,TC_DATA_SET_443,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_310,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_477,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: offload flag enabled: Issue-123,TC_DATA_SET_212,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Unable to set ip on vlan 5,TC_DATA_SET_324,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_169,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_447,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_184,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_74,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_428,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_168,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_406,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_211,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Unable to set ip on vlan 5,TC_DATA_SET_207,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_53,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_210,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_93,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,TC_DATA_SET_92,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Set ip on vlan is not successful,TC_DATA_SET_87,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_170,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Unable to set ip on vlan 5,TC_DATA_SET_89,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Unable to set ip on vlan 5,TC_DATA_SET_88,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_66,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_132,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_429,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_67,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_497,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_171,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: offload flag enabled: Issue-123,TC_DATA_SET_94,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Set ip on vlan is not successful,TC_DATA_SET_440,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,WARNING: offload flag enabled: Issue-123,TC_DATA_SET_330,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_289,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_421,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_476,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_302,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_193,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_192,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Failed to set ip on vlan,TC_DATA_SET_484,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_369,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Cannot set ip on vlan 2,TC_DATA_SET_303,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Unable to set ip on vlan 5,TC_DATA_SET_325,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Could not set ip on vlan,TC_DATA_SET_250,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Set ip on vlan is not successful,TC_DATA_SET_86,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag enabled: Issue-123,TC_DATA_SET_52,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag is enabled,TC_DATA_SET_290,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag is enabled,TC_DATA_SET_408,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Set ip on vlan is not successful,TC_DATA_SET_204,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Offload flag is enabled,TC_DATA_SET_55,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Unanalyzed - Set ip on vlan is not successful,TC_DATA_SET_323,Group05
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_50,Group01
7,WARNING: Issue-123: Offload flag is enabled. Expected: Disable,Issue-123: Offload flag enabled,TC_DATA_SET_51,Group01
